"Word"	"dlugosc"	"FreqSum"	"ContCount"	"Contextual Diversity"	"Frequency Per 1 Mln"	"Nchar"
"cera"	4	36	34	"0,0030586542"	"0,8359831929"	10
"arce"	4	36	28	"0,0025188917"	"0,8359831929"	11
"chev"	4	36	4	"0,0003598417"	"0,8359831929"	13
"alez"	4	35	25	"0,0022490104"	"0,8133890526"	4
"ambi"	4	35	1	"8.99604174163e-05"	"0,8133890526"	8
"core"	4	35	19	"0,0017092479"	"0,8133890526"	8
"biga"	4	35	12	"0,001079525"	"0,8133890526"	9
"aber"	4	35	5	"0,0004498021"	"0,8133890526"	13
"algo"	4	35	4	"0,0003598417"	"0,8133890526"	13
"chef"	4	34	14	"0,0012594458"	"0,7907949122"	6
"alle"	4	34	13	"0,0011694854"	"0,7907949122"	7
"bały"	4	34	32	"0,0028787334"	"0,7907949122"	7
"buns"	4	34	8	"0,0007196833"	"0,7907949122"	7
"cene"	4	34	29	"0,0026088521"	"0,7907949122"	7
"crap"	4	34	21	"0,0018891688"	"0,7907949122"	7
"alva"	4	34	11	"0,0009895646"	"0,7907949122"	9
"chej"	4	34	6	"0,0005397625"	"0,7907949122"	9
"cooo"	4	34	31	"0,0027887729"	"0,7907949122"	10
"bony"	4	33	29	"0,0026088521"	"0,7682007719"	4
"bozz"	4	33	1	"8.99604174163e-05"	"0,7682007719"	5
"alem"	4	33	29	"0,0026088521"	"0,7682007719"	6
"bosa"	4	33	18	"0,0016192875"	"0,7682007719"	7
"daar"	4	33	3	"0,0002698813"	"0,7682007719"	8
"bros"	4	33	23	"0,0020690896"	"0,7682007719"	10
"cóż…"	4	32	26	"0,0023389709"	"0,7456066315"	5
"anka"	4	32	18	"0,0016192875"	"0,7456066315"	6
"ajax"	4	32	17	"0,0015293271"	"0,7456066315"	9
"bols"	4	32	7	"0,0006297229"	"0,7456066315"	9
"cops"	4	32	21	"0,0018891688"	"0,7456066315"	10
"cats"	4	32	29	"0,0026088521"	"0,7456066315"	14
"corn"	4	31	20	"0,0017992083"	"0,7230124912"	8
"avon"	4	31	18	"0,0016192875"	"0,7230124912"	13
"choc"	4	31	24	"0,00215905"	"0,7230124912"	13
"atio"	4	31	3	"0,0002698813"	"0,7230124912"	14
"ańos"	4	30	4	"0,0003598417"	"0,7004183508"	2
"aoki"	4	30	13	"0,0011694854"	"0,7004183508"	3
"alpy"	4	30	24	"0,00215905"	"0,7004183508"	4
"bleu"	4	30	23	"0,0020690896"	"0,7004183508"	5
"bare"	4	30	10	"0,0008996042"	"0,7004183508"	6
"copy"	4	30	19	"0,0017092479"	"0,7004183508"	6
"arty"	4	30	13	"0,0011694854"	"0,7004183508"	7
"bugs"	4	30	17	"0,0015293271"	"0,7004183508"	7
"biji"	4	30	2	"0,0001799208"	"0,7004183508"	8
"coal"	4	30	15	"0,0013494063"	"0,7004183508"	8
"alli"	4	30	7	"0,0006297229"	"0,7004183508"	9
"dace"	4	30	3	"0,0002698813"	"0,7004183508"	9
"atty"	4	30	7	"0,0006297229"	"0,7004183508"	10
"coby"	4	30	15	"0,0013494063"	"0,7004183508"	10
"atta"	4	30	13	"0,0011694854"	"0,7004183508"	12
"cwel"	4	29	28	"0,0025188917"	"0,6778242105"	6
"anal"	4	29	18	"0,0016192875"	"0,6778242105"	8
"avec"	4	29	19	"0,0017092479"	"0,6778242105"	8
"bana"	4	29	9	"0,0008096438"	"0,6778242105"	8
"bito"	4	29	25	"0,0022490104"	"0,6778242105"	14
"coke"	4	29	21	"0,0018891688"	"0,6778242105"	29
"cake"	4	28	13	"0,0011694854"	"0,6552300701"	6
"aziz"	4	28	15	"0,0013494063"	"0,6552300701"	7
"beam"	4	28	16	"0,0014393667"	"0,6552300701"	7
"aież"	4	28	12	"0,001079525"	"0,6552300701"	8
"alim"	4	28	23	"0,0020690896"	"0,6552300701"	8
"appa"	4	28	12	"0,001079525"	"0,6552300701"	8
"bzyk"	4	28	7	"0,0006297229"	"0,6552300701"	8
"bucu"	4	28	24	"0,00215905"	"0,6552300701"	12
"bunk"	4	28	14	"0,0012594458"	"0,6552300701"	14
"brux"	4	28	1	"8.99604174163e-05"	"0,6552300701"	16
"binx"	4	27	1	"8.99604174163e-05"	"0,6326359298"	5
"akai"	4	27	6	"0,0005397625"	"0,6326359298"	6
"beli"	4	27	10	"0,0008996042"	"0,6326359298"	7
"boby"	4	27	21	"0,0018891688"	"0,6326359298"	7
"calf"	4	27	3	"0,0002698813"	"0,6326359298"	7
"chae"	4	27	11	"0,0009895646"	"0,6326359298"	8
"chee"	4	27	6	"0,0005397625"	"0,6326359298"	9
"bope"	4	27	1	"8.99604174163e-05"	"0,6326359298"	10
"czip"	4	27	10	"0,0008996042"	"0,6326359298"	10
"bred"	4	27	7	"0,0006297229"	"0,6326359298"	11
"bray"	4	27	14	"0,0012594458"	"0,6326359298"	12
"chui"	4	27	6	"0,0005397625"	"0,6326359298"	12
"cork"	4	27	20	"0,0017992083"	"0,6326359298"	12
"cujo"	4	27	14	"0,0012594458"	"0,6326359298"	12
"amfę"	4	26	21	"0,0018891688"	"0,6100417894"	5
"amfy"	4	26	21	"0,0018891688"	"0,6100417894"	5
"chew"	4	26	15	"0,0013494063"	"0,6100417894"	6
"barr"	4	26	15	"0,0013494063"	"0,6100417894"	7
"daly"	4	26	13	"0,0011694854"	"0,6100417894"	8
"baśń"	4	26	25	"0,0022490104"	"0,6100417894"	10
"aude"	4	25	3	"0,0002698813"	"0,5874476491"	3
"cece"	4	25	10	"0,0008996042"	"0,5874476491"	3
"boii"	4	25	15	"0,0013494063"	"0,5874476491"	4
"cave"	4	25	13	"0,0011694854"	"0,5874476491"	4
"alta"	4	25	6	"0,0005397625"	"0,5874476491"	5
"baal"	4	25	8	"0,0007196833"	"0,5874476491"	5
"clue"	4	25	19	"0,0017092479"	"0,5874476491"	7
"adso"	4	25	1	"8.99604174163e-05"	"0,5874476491"	8
"anie"	4	25	23	"0,0020690896"	"0,5874476491"	8
"arma"	4	25	3	"0,0002698813"	"0,5874476491"	8
"claw"	4	25	9	"0,0008096438"	"0,5874476491"	10
"alfą"	4	25	21	"0,0018891688"	"0,5874476491"	14
"bóże"	4	24	12	"0,001079525"	"0,5648535087"	4
"arcy"	4	24	11	"0,0009895646"	"0,5648535087"	5
"cisi"	4	24	20	"0,0017992083"	"0,5648535087"	6
"amer"	4	24	7	"0,0006297229"	"0,5648535087"	7
"azję"	4	24	20	"0,0017992083"	"0,5648535087"	7
"cant"	4	24	4	"0,0003598417"	"0,5648535087"	7
"cute"	4	24	15	"0,0013494063"	"0,5648535087"	7
"bilę"	4	24	17	"0,0015293271"	"0,5648535087"	8
"ches"	4	24	2	"0,0001799208"	"0,5648535087"	8
"coon"	4	24	5	"0,0004498021"	"0,5648535087"	8
"aden"	4	24	6	"0,0005397625"	"0,5648535087"	9
"anjo"	4	24	2	"0,0001799208"	"0,5648535087"	9
"beni"	4	24	5	"0,0004498021"	"0,5648535087"	10
"almo"	4	23	14	"0,0012594458"	"0,5422593684"	6
"bule"	4	23	4	"0,0003598417"	"0,5422593684"	7
"chol"	4	23	22	"0,0019791292"	"0,5422593684"	7
"ćśśś"	4	23	13	"0,0011694854"	"0,5422593684"	7
"bibi"	4	23	7	"0,0006297229"	"0,5422593684"	8
"auch"	4	23	4	"0,0003598417"	"0,5422593684"	10
"benz"	4	23	19	"0,0017092479"	"0,5422593684"	10
"busz"	4	23	19	"0,0017092479"	"0,5422593684"	10
"baht"	4	23	12	"0,001079525"	"0,5422593684"	12
"baum"	4	22	10	"0,0008996042"	"0,519665228"	5
"beit"	4	22	5	"0,0004498021"	"0,519665228"	5
"ceii"	4	22	5	"0,0004498021"	"0,519665228"	5
"cyca"	4	22	12	"0,001079525"	"0,519665228"	5
"czub"	4	22	19	"0,0017092479"	"0,519665228"	5
"czuc"	4	22	17	"0,0015293271"	"0,519665228"	5
"assi"	4	22	2	"0,0001799208"	"0,519665228"	6
"coat"	4	22	15	"0,0013494063"	"0,519665228"	6
"copa"	4	22	11	"0,0009895646"	"0,519665228"	6
"adhd"	4	22	17	"0,0015293271"	"0,519665228"	7
"ankh"	4	22	8	"0,0007196833"	"0,519665228"	7
"arif"	4	22	15	"0,0013494063"	"0,519665228"	7
"asap"	4	22	20	"0,0017992083"	"0,519665228"	7
"berm"	4	22	1	"8.99604174163e-05"	"0,519665228"	7
"bolo"	4	22	14	"0,0012594458"	"0,519665228"	7
"chap"	4	22	7	"0,0006297229"	"0,519665228"	7
"bars"	4	22	16	"0,0014393667"	"0,519665228"	9
"biyi"	4	22	2	"0,0001799208"	"0,519665228"	9
"ćpał"	4	22	20	"0,0017992083"	"0,519665228"	9
"aiko"	4	22	4	"0,0003598417"	"0,519665228"	10
"boya"	4	22	20	"0,0017992083"	"0,519665228"	10
"bras"	4	22	9	"0,0008096438"	"0,519665228"	10
"alia"	4	21	5	"0,0004498021"	"0,4970710877"	6
"alka"	4	21	16	"0,0014393667"	"0,4970710877"	6
"bust"	4	21	15	"0,0013494063"	"0,4970710877"	6
"aizu"	4	21	3	"0,0002698813"	"0,4970710877"	7
"beep"	4	21	11	"0,0009895646"	"0,4970710877"	7
"bici"	4	21	20	"0,0017992083"	"0,4970710877"	7
"brit"	4	21	9	"0,0008096438"	"0,4970710877"	7
"ahoy"	4	21	10	"0,0008996042"	"0,4970710877"	8
"bold"	4	21	9	"0,0008096438"	"0,4970710877"	8
"boyz"	4	21	10	"0,0008996042"	"0,4970710877"	8
"ahab"	4	21	14	"0,0012594458"	"0,4970710877"	9
"arse"	4	21	21	"0,0018891688"	"0,4970710877"	9
"acid"	4	21	14	"0,0012594458"	"0,4970710877"	10
"baek"	4	21	9	"0,0008096438"	"0,4970710877"	10
"bets"	4	21	13	"0,0011694854"	"0,4970710877"	10
"arte"	4	21	6	"0,0005397625"	"0,4970710877"	11
"arun"	4	21	4	"0,0003598417"	"0,4970710877"	11
"chie"	4	21	5	"0,0004498021"	"0,4970710877"	11
"bump"	4	21	9	"0,0008096438"	"0,4970710877"	12
"cuzz"	4	20	1	"8.99604174163e-05"	"0,4744769473"	5
"alds"	4	20	12	"0,001079525"	"0,4744769473"	6
"assa"	4	20	1	"8.99604174163e-05"	"0,4744769473"	6
"baia"	4	20	2	"0,0001799208"	"0,4744769473"	7
"anda"	4	20	7	"0,0006297229"	"0,4744769473"	8
"basy"	4	20	19	"0,0017092479"	"0,4744769473"	9
"brie"	4	20	17	"0,0015293271"	"0,4744769473"	9
"brow"	4	20	7	"0,0006297229"	"0,4744769473"	10
"buch"	4	20	10	"0,0008996042"	"0,4744769473"	10
"buum"	4	20	13	"0,0011694854"	"0,4744769473"	10
"ćwir"	4	20	7	"0,0006297229"	"0,4744769473"	11
"dado"	4	20	7	"0,0006297229"	"0,4744769473"	12
"agry"	4	19	7	"0,0006297229"	"0,451882807"	7
"anma"	4	19	2	"0,0001799208"	"0,451882807"	7
"cost"	4	19	17	"0,0015293271"	"0,451882807"	7
"abba"	4	19	12	"0,001079525"	"0,451882807"	8
"aksa"	4	19	1	"8.99604174163e-05"	"0,451882807"	8
"bryn"	4	19	8	"0,0007196833"	"0,451882807"	8
"ajae"	4	19	1	"8.99604174163e-05"	"0,451882807"	9
"alby"	4	19	15	"0,0013494063"	"0,451882807"	9
"arim"	4	19	12	"0,001079525"	"0,451882807"	9
"asby"	4	19	1	"8.99604174163e-05"	"0,451882807"	9
"awol"	4	19	13	"0,0011694854"	"0,451882807"	9
"brac"	4	19	18	"0,0016192875"	"0,451882807"	9
"clip"	4	19	14	"0,0012594458"	"0,451882807"	9
"auuu"	4	19	19	"0,0017092479"	"0,451882807"	10
"cctv"	4	19	7	"0,0006297229"	"0,451882807"	10
"aces"	4	19	10	"0,0008996042"	"0,451882807"	11
"basi"	4	19	15	"0,0013494063"	"0,451882807"	11
"cieć"	4	19	16	"0,0014393667"	"0,451882807"	11
"cabe"	4	19	1	"8.99604174163e-05"	"0,451882807"	12
"beki"	4	19	9	"0,0008096438"	"0,451882807"	13
"beto"	4	19	4	"0,0003598417"	"0,451882807"	13
"cerą"	4	19	18	"0,0016192875"	"0,451882807"	13
"celą"	4	19	16	"0,0014393667"	"0,451882807"	14
"bunu"	4	19	1	"8.99604174163e-05"	"0,451882807"	15
"daga"	4	18	5	"0,0004498021"	"0,4292886666"	5
"amin"	4	18	10	"0,0008996042"	"0,4292886666"	6
"daja"	4	18	18	"0,0016192875"	"0,4292886666"	6
"aung"	4	18	1	"8.99604174163e-05"	"0,4292886666"	7
"biao"	4	18	6	"0,0005397625"	"0,4292886666"	7
"ciul"	4	18	17	"0,0015293271"	"0,4292886666"	7
"blad"	4	18	12	"0,001079525"	"0,4292886666"	8
"božo"	4	18	1	"8.99604174163e-05"	"0,4292886666"	8
"bura"	4	18	13	"0,0011694854"	"0,4292886666"	8
"coda"	4	18	8	"0,0007196833"	"0,4292886666"	8
"azad"	4	18	7	"0,0006297229"	"0,4292886666"	9
"conn"	4	18	6	"0,0005397625"	"0,4292886666"	9
"cunt"	4	18	7	"0,0006297229"	"0,4292886666"	9
"ćpam"	4	18	18	"0,0016192875"	"0,4292886666"	9
"daan"	4	18	2	"0,0001799208"	"0,4292886666"	10
"brom"	4	18	7	"0,0006297229"	"0,4292886666"	11
"caye"	4	17	1	"8.99604174163e-05"	"0,4066945263"	2
"boza"	4	17	6	"0,0005397625"	"0,4066945263"	3
"aith"	4	17	17	"0,0015293271"	"0,4066945263"	4
"abhi"	4	17	3	"0,0002698813"	"0,4066945263"	5
"bari"	4	17	6	"0,0005397625"	"0,4066945263"	5
"blat"	4	17	16	"0,0014393667"	"0,4066945263"	5
"cumy"	4	17	14	"0,0012594458"	"0,4066945263"	5
"abbe"	4	17	3	"0,0002698813"	"0,4066945263"	6
"aslo"	4	17	1	"8.99604174163e-05"	"0,4066945263"	6
"budą"	4	17	14	"0,0012594458"	"0,4066945263"	6
"czat"	4	17	15	"0,0013494063"	"0,4066945263"	6
"bees"	4	17	7	"0,0006297229"	"0,4066945263"	7
"bist"	4	17	3	"0,0002698813"	"0,4066945263"	7
"ahwl"	4	17	6	"0,0005397625"	"0,4066945263"	8
"buen"	4	17	7	"0,0006297229"	"0,4066945263"	8
"aiex"	4	17	5	"0,0004498021"	"0,4066945263"	9
"badi"	4	17	2	"0,0001799208"	"0,4066945263"	9
"boji"	4	17	13	"0,0011694854"	"0,4066945263"	9
"coll"	4	17	7	"0,0006297229"	"0,4066945263"	9
"cydr"	4	17	11	"0,0009895646"	"0,4066945263"	10
"colm"	4	17	4	"0,0003598417"	"0,4066945263"	11
"bast"	4	16	3	"0,0002698813"	"0,3841003859"	7
"czsu"	4	16	16	"0,0014393667"	"0,3841003859"	7
"capi"	4	16	15	"0,0013494063"	"0,3841003859"	8
"dabo"	4	16	8	"0,0007196833"	"0,3841003859"	8
"dadu"	4	16	1	"8.99604174163e-05"	"0,3841003859"	8
"daha"	4	16	1	"8.99604174163e-05"	"0,3841003859"	8
"aleź"	4	16	6	"0,0005397625"	"0,3841003859"	9
"abdu"	4	16	1	"8.99604174163e-05"	"0,3841003859"	10
"allo"	4	16	9	"0,0008096438"	"0,3841003859"	10
"bags"	4	16	12	"0,001079525"	"0,3841003859"	10
"braw"	4	16	15	"0,0013494063"	"0,3841003859"	10
"byce"	4	16	1	"8.99604174163e-05"	"0,3841003859"	10
"cern"	4	16	10	"0,0008996042"	"0,3841003859"	10
"alla"	4	16	13	"0,0011694854"	"0,3841003859"	11
"becz"	4	16	14	"0,0012594458"	"0,3841003859"	11
"biba"	4	16	11	"0,0009895646"	"0,3841003859"	11
"blix"	4	16	3	"0,0002698813"	"0,3841003859"	11
"brea"	4	16	10	"0,0008996042"	"0,3841003859"	11
"bosy"	4	16	7	"0,0006297229"	"0,3841003859"	12
"bork"	4	16	3	"0,0002698813"	"0,3841003859"	13
"cart"	4	16	10	"0,0008996042"	"0,3841003859"	13
"arką"	4	16	14	"0,0012594458"	"0,3841003859"	15
"aone"	4	16	1	"8.99604174163e-05"	"0,3841003859"	16
"coie"	4	16	2	"0,0001799208"	"0,3841003859"	16
"cray"	4	16	7	"0,0006297229"	"0,3841003859"	16
"anni"	4	16	7	"0,0006297229"	"0,3841003859"	18
"cmok"	4	16	11	"0,0009895646"	"0,3841003859"	18
"anti"	4	16	8	"0,0007196833"	"0,3841003859"	20
"azul"	4	16	6	"0,0005397625"	"0,3841003859"	20
"cici"	4	16	2	"0,0001799208"	"0,3841003859"	20
"daae"	4	15	1	"8.99604174163e-05"	"0,3615062456"	4
"buon"	4	15	12	"0,001079525"	"0,3615062456"	6
"calą"	4	15	14	"0,0012594458"	"0,3615062456"	6
"ardo"	4	15	1	"8.99604174163e-05"	"0,3615062456"	7
"boof"	4	15	2	"0,0001799208"	"0,3615062456"	8
"anan"	4	15	2	"0,0001799208"	"0,3615062456"	9
"ashy"	4	15	5	"0,0004498021"	"0,3615062456"	9
"cort"	4	15	6	"0,0005397625"	"0,3615062456"	9
"bato"	4	15	3	"0,0002698813"	"0,3615062456"	10
"banu"	4	15	6	"0,0005397625"	"0,3615062456"	11
"córa"	4	15	15	"0,0013494063"	"0,3615062456"	11
"ages"	4	15	13	"0,0011694854"	"0,3615062456"	12
"allí"	4	15	5	"0,0004498021"	"0,3615062456"	12
"anja"	4	15	2	"0,0001799208"	"0,3615062456"	12
"ante"	4	15	7	"0,0006297229"	"0,3615062456"	12
"baas"	4	15	4	"0,0003598417"	"0,3615062456"	12
"cery"	4	15	14	"0,0012594458"	"0,3615062456"	12
"alda"	4	15	10	"0,0008996042"	"0,3615062456"	13
"alek"	4	15	5	"0,0004498021"	"0,3615062456"	14
"anke"	4	14	2	"0,0001799208"	"0,3389121052"	3
"czaj"	4	14	9	"0,0008096438"	"0,3389121052"	4
"agua"	4	14	9	"0,0008096438"	"0,3389121052"	5
"aika"	4	14	2	"0,0001799208"	"0,3389121052"	5
"avie"	4	14	8	"0,0007196833"	"0,3389121052"	6
"azor"	4	14	5	"0,0004498021"	"0,3389121052"	6
"bald"	4	14	5	"0,0004498021"	"0,3389121052"	6
"cast"	4	14	11	"0,0009895646"	"0,3389121052"	6
"bama"	4	14	10	"0,0008996042"	"0,3389121052"	7
"ceil"	4	14	1	"8.99604174163e-05"	"0,3389121052"	7
"ciem"	4	14	11	"0,0009895646"	"0,3389121052"	7
"anię"	4	14	8	"0,0007196833"	"0,3389121052"	8
"belg"	4	14	9	"0,0008096438"	"0,3389121052"	8
"brrr"	4	14	10	"0,0008996042"	"0,3389121052"	8
"clam"	4	14	5	"0,0004498021"	"0,3389121052"	8
"atos"	4	14	5	"0,0004498021"	"0,3389121052"	9
"comb"	4	14	7	"0,0006297229"	"0,3389121052"	9
"alot"	4	14	6	"0,0005397625"	"0,3389121052"	10
"arii"	4	14	11	"0,0009895646"	"0,3389121052"	10
"azją"	4	14	14	"0,0012594458"	"0,3389121052"	10
"acka"	4	14	1	"8.99604174163e-05"	"0,3389121052"	11
"buuu"	4	14	11	"0,0009895646"	"0,3389121052"	11
"blox"	4	14	13	"0,0011694854"	"0,3389121052"	12
"bolu"	4	14	9	"0,0008096438"	"0,3389121052"	13
"bele"	4	14	8	"0,0007196833"	"0,3389121052"	16
"bona"	4	14	12	"0,001079525"	"0,3389121052"	17
"ajak"	4	13	11	"0,0009895646"	"0,3163179649"	4
"axla"	4	13	9	"0,0008096438"	"0,3163179649"	4
"aviv"	4	13	10	"0,0008996042"	"0,3163179649"	5
"bija"	4	13	11	"0,0009895646"	"0,3163179649"	5
"amal"	4	13	6	"0,0005397625"	"0,3163179649"	6
"bema"	4	13	5	"0,0004498021"	"0,3163179649"	6
"bigg"	4	13	2	"0,0001799208"	"0,3163179649"	6
"całę"	4	13	13	"0,0011694854"	"0,3163179649"	6
"adil"	4	13	2	"0,0001799208"	"0,3163179649"	7
"algi"	4	13	11	"0,0009895646"	"0,3163179649"	7
"ciro"	4	13	5	"0,0004498021"	"0,3163179649"	7
"cypr"	4	13	8	"0,0007196833"	"0,3163179649"	7
"amba"	4	13	2	"0,0001799208"	"0,3163179649"	8
"bład"	4	13	13	"0,0011694854"	"0,3163179649"	8
"caps"	4	13	9	"0,0008096438"	"0,3163179649"	8
"ambu"	4	13	9	"0,0008096438"	"0,3163179649"	9
"dabu"	4	13	1	"8.99604174163e-05"	"0,3163179649"	9
"bard"	4	13	13	"0,0011694854"	"0,3163179649"	10
"boni"	4	13	5	"0,0004498021"	"0,3163179649"	10
"byie"	4	13	9	"0,0008096438"	"0,3163179649"	10
"ciąż"	4	13	13	"0,0011694854"	"0,3163179649"	10
"czul"	4	13	12	"0,001079525"	"0,3163179649"	10
"chon"	4	12	6	"0,0005397625"	"0,2937238245"	3
"arna"	4	12	4	"0,0003598417"	"0,2937238245"	4
"bacz"	4	12	9	"0,0008096438"	"0,2937238245"	4
"bilt"	4	12	5	"0,0004498021"	"0,2937238245"	4
"aker"	4	12	1	"8.99604174163e-05"	"0,2937238245"	5
"bore"	4	12	7	"0,0006297229"	"0,2937238245"	5
"cing"	4	12	1	"8.99604174163e-05"	"0,2937238245"	5
"dahm"	4	12	1	"8.99604174163e-05"	"0,2937238245"	5
"blob"	4	12	8	"0,0007196833"	"0,2937238245"	6
"błon"	4	12	12	"0,001079525"	"0,2937238245"	6
"bonn"	4	12	9	"0,0008096438"	"0,2937238245"	6
"boxa"	4	12	10	"0,0008996042"	"0,2937238245"	6
"bran"	4	12	7	"0,0006297229"	"0,2937238245"	6
"almy"	4	12	9	"0,0008096438"	"0,2937238245"	7
"arię"	4	12	12	"0,001079525"	"0,2937238245"	7
"caos"	4	12	1	"8.99604174163e-05"	"0,2937238245"	7
"cato"	4	12	7	"0,0006297229"	"0,2937238245"	7
"akra"	4	12	10	"0,0008996042"	"0,2937238245"	8
"brub"	4	12	1	"8.99604174163e-05"	"0,2937238245"	8
"abra"	4	12	5	"0,0004498021"	"0,2937238245"	9
"amfa"	4	12	11	"0,0009895646"	"0,2937238245"	9
"appu"	4	12	2	"0,0001799208"	"0,2937238245"	10
"azin"	4	12	8	"0,0007196833"	"0,2937238245"	10
"bało"	4	12	12	"0,001079525"	"0,2937238245"	10
"bież"	4	12	8	"0,0007196833"	"0,2937238245"	10
"broy"	4	12	2	"0,0001799208"	"0,2937238245"	10
"cuch"	4	12	1	"8.99604174163e-05"	"0,2937238245"	10
"cycu"	4	12	10	"0,0008996042"	"0,2937238245"	10
"aage"	4	12	1	"8.99604174163e-05"	"0,2937238245"	11
"belt"	4	12	11	"0,0009895646"	"0,2937238245"	11
"carę"	4	12	5	"0,0004498021"	"0,2937238245"	12
"corę"	4	12	6	"0,0005397625"	"0,2937238245"	15
"beza"	4	11	10	"0,0008996042"	"0,2711296842"	4
"caco"	4	11	2	"0,0001799208"	"0,2711296842"	4
"bake"	4	11	7	"0,0006297229"	"0,2711296842"	5
"chuć"	4	11	11	"0,0009895646"	"0,2711296842"	5
"cord"	4	11	6	"0,0005397625"	"0,2711296842"	5
"cult"	4	11	7	"0,0006297229"	"0,2711296842"	5
"cumę"	4	11	9	"0,0008096438"	"0,2711296842"	5
"acth"	4	11	4	"0,0003598417"	"0,2711296842"	6
"benn"	4	11	1	"8.99604174163e-05"	"0,2711296842"	6
"buca"	4	11	11	"0,0009895646"	"0,2711296842"	6
"agdo"	4	11	2	"0,0001799208"	"0,2711296842"	7
"ak47"	4	11	9	"0,0008096438"	"0,2711296842"	7
"alai"	4	11	3	"0,0002698813"	"0,2711296842"	7
"ayah"	4	11	1	"8.99604174163e-05"	"0,2711296842"	7
"beav"	4	11	7	"0,0006297229"	"0,2711296842"	7
"bubu"	4	11	11	"0,0009895646"	"0,2711296842"	7
"chis"	4	11	5	"0,0004498021"	"0,2711296842"	7
"atol"	4	11	6	"0,0005397625"	"0,2711296842"	8
"beia"	4	11	2	"0,0001799208"	"0,2711296842"	8
"brez"	4	11	1	"8.99604174163e-05"	"0,2711296842"	8
"buff"	4	11	4	"0,0003598417"	"0,2711296842"	8
"aime"	4	11	11	"0,0009895646"	"0,2711296842"	9
"anus"	4	11	8	"0,0007196833"	"0,2711296842"	9
"anyi"	4	11	3	"0,0002698813"	"0,2711296842"	9
"atia"	4	11	6	"0,0005397625"	"0,2711296842"	9
"auty"	4	11	4	"0,0003598417"	"0,2711296842"	9
"bety"	4	11	9	"0,0008096438"	"0,2711296842"	9
"bodi"	4	11	2	"0,0001799208"	"0,2711296842"	9
"amok"	4	11	11	"0,0009895646"	"0,2711296842"	10
"ćpaj"	4	11	10	"0,0008996042"	"0,2711296842"	10
"bova"	4	11	1	"8.99604174163e-05"	"0,2711296842"	11
"cohn"	4	11	9	"0,0008096438"	"0,2711296842"	11
"boon"	4	11	6	"0,0005397625"	"0,2711296842"	12
"czy…"	4	11	10	"0,0008996042"	"0,2711296842"	12
"anđa"	4	11	1	"8.99604174163e-05"	"0,2711296842"	13
"apex"	4	10	5	"0,0004498021"	"0,2485355438"	2
"ashe"	4	10	4	"0,0003598417"	"0,2485355438"	3
"alis"	4	10	7	"0,0006297229"	"0,2485355438"	4
"bilu"	4	10	3	"0,0002698813"	"0,2485355438"	5
"abro"	4	10	1	"8.99604174163e-05"	"0,2485355438"	6
"baki"	4	10	10	"0,0008996042"	"0,2485355438"	6
"clap"	4	10	4	"0,0003598417"	"0,2485355438"	6
"coin"	4	10	10	"0,0008996042"	"0,2485355438"	6
"daie"	4	10	4	"0,0003598417"	"0,2485355438"	6
"bahn"	4	10	2	"0,0001799208"	"0,2485355438"	7
"coma"	4	10	5	"0,0004498021"	"0,2485355438"	7
"cong"	4	10	7	"0,0006297229"	"0,2485355438"	7
"aidy"	4	10	5	"0,0004498021"	"0,2485355438"	8
"ajab"	4	10	2	"0,0001799208"	"0,2485355438"	8
"amee"	4	10	2	"0,0001799208"	"0,2485355438"	8
"beek"	4	10	5	"0,0004498021"	"0,2485355438"	8
"blee"	4	10	10	"0,0008996042"	"0,2485355438"	8
"boil"	4	10	10	"0,0008996042"	"0,2485355438"	8
"calo"	4	10	6	"0,0005397625"	"0,2485355438"	8
"casi"	4	10	3	"0,0002698813"	"0,2485355438"	8
"cońo"	4	10	4	"0,0003598417"	"0,2485355438"	8
"coto"	4	10	2	"0,0001799208"	"0,2485355438"	8
"abin"	4	10	1	"8.99604174163e-05"	"0,2485355438"	9
"asma"	4	10	5	"0,0004498021"	"0,2485355438"	9
"brut"	4	10	4	"0,0003598417"	"0,2485355438"	9
"chem"	4	10	9	"0,0008096438"	"0,2485355438"	9
"chex"	4	10	4	"0,0003598417"	"0,2485355438"	9
"czmu"	4	10	8	"0,0007196833"	"0,2485355438"	9
"bląd"	4	10	8	"0,0007196833"	"0,2485355438"	10
"brum"	4	10	3	"0,0002698813"	"0,2485355438"	10
"cada"	4	10	4	"0,0003598417"	"0,2485355438"	10
"aahh"	4	10	7	"0,0006297229"	"0,2485355438"	11
"atif"	4	10	5	"0,0004498021"	"0,2485355438"	12
"ablu"	4	10	3	"0,0002698813"	"0,2485355438"	13
"crue"	4	10	8	"0,0007196833"	"0,2485355438"	13
"achh"	4	10	6	"0,0005397625"	"0,2485355438"	14
"avis"	4	9	5	"0,0004498021"	"0,2259414035"	2
"alej"	4	9	8	"0,0007196833"	"0,2259414035"	4
"aloo"	4	9	6	"0,0005397625"	"0,2259414035"	4
"cigs"	4	9	3	"0,0002698813"	"0,2259414035"	4
"cyon"	4	9	2	"0,0001799208"	"0,2259414035"	4
"ap47"	4	9	1	"8.99604174163e-05"	"0,2259414035"	5
"atim"	4	9	1	"8.99604174163e-05"	"0,2259414035"	5
"blom"	4	9	3	"0,0002698813"	"0,2259414035"	5
"blum"	4	9	3	"0,0002698813"	"0,2259414035"	5
"culp"	4	9	1	"8.99604174163e-05"	"0,2259414035"	5
