ngram	freq
zgi	12627
rąc	12625
san	12595
apł	12575
obs	12573
mpl	12559
wną	12559
oły	12556
ztu	12544
tył	12540
cud	12535
ięz	12531
tyn	12519
czt	12514
inf	12467
jon	12461
yso	12459
ng^	12452
iom	12447
lio	12445
log	12420
jaj	12408
wpa	12389
mot	12384
arb	12360
gna	12351
dus	12349
ozb	12339
ktu	12325
ens	12296
ośw	12254
upa	12252
pią	12252
yną	12250
iab	12244
ite	12240
ągl	12235
ąca	12172
ogó	12154
kul	12144
des	12128
tol	12112
net	12106
órą	12102
dac	12089
zeż	12079
wka	12077
ape	12075
wko	12075
pi^	12071
sok	12062
żdż	12058
^cy	12054
onk	12019
pęd	12017
bol	12006
epo	12003
cyc	11973
gną	11967
eca	11961
ężk	11949
fia	11934
roś	11909
ekł	11897
żny	11888
age	11884
^łó	11883
aną	11877
orą	11868
lą^	11867
wat	11866
cyd	11860
imp	11857
pio	11855
łek	11843
odl	11822
wól	11814
ńca	11796
óki	11781
zną	11776
woł	11765
wac	11746
sny	11741
rio	11733
ork	11731
roj	11711
ofe	11710
adu	11684
pók	11681
ołu	11665
rag	11654
łał	11640
^fu	11639
twe	11621
ęli	11620
hy^	11617
yję	11596
biu	11586
ołą	11569
sał	11548
^ne	11535
cyj	11526
he^	11518
^ag	11499
dym	11492
ezy	11487
ilo	11477
lna	11460
eź^	11457
abł	11451
otu	11442
ert	11434
utk	11433
^źl	11429
bin	11421
ink	11420
nko	11419
ebo	11391
ntó	11388
ajo	11386
ezi	11376
óg^	11364
bę^	11317
ętn	11296
rku	11292
ęzi	11285
ieź	11276
zpo	11267
erk	11260
aso	11255
zuł	11228
apy	11196
bał	11192
nfo	11187
^uz	11183
ndy	11166
mio	11148
tyd	11145
dat	11128
neś	11113
bor	11109
bni	11108
fer	11098
jaz	11092
wez	11061
pli	11058
pec	11049
kum	11040
czc	11024
ekr	11007
pry	10990
red	10990
ybr	10981
opn	10963
wór	10962
olę	10939
zet	10928
une	10919
me^	10917
łum	10910
ezn	10894
bią	10871
riu	10864
oca	10847
idę	10835
muz	10828
egn	10828
nog	10825
les	10823
uko	10821
ozi	10815
rap	10802
łka	10801
łej	10784
chm	10782
zta	10777
^em	10744
zte	10743
ntu	10708
pny	10708
gaz	10696
usł	10682
zji	10672
rko	10670
ikó	10654
ywn	10634
jan	10616
asł	10616
ezł	10609
uć^	10609
^ow	10608
trw	10605
wem	10587
wyl	10584
ęża	10583
nce	10579
nda	10577
ynę	10568
ino	10545
jen	10532
jmn	10515
swó	10514
bic	10503
egr	10500
opó	10494
ęcy	10491
kun	10491
^oz	10490
umr	10489
agn	10488
yra	10476
scu	10457
yku	10451
wer	10451
sca	10445
rof	10434
fie	10427
ebe	10422
żam	10411
^gl	10402
łan	10402
oką	10399
bec	10384
mod	10375
yrz	10372
but	10359
dko	10323
akż	10306
kże	10306
eds	10303
kwi	10298
uty	10289
owó	10285
leć	10282
con	10282
awc	10273
cec	10266
anę	10241
dró	10238
lok	10236
ozk	10213
ższ	10206
yk^	10203
ll^	10196
pap	10186
ślu	10180
bad	10176
sup	10150
jpi	10147
otó	10138
jaś	10137
ąpi	10131
rta	10115
aju	10111
amu	10085
hcą	10080
fan	10069
uże	10067
jąć	10045
dch	10037
end	10035
ród	10031
ozy	10000
^tł	9994
deg	9983
^ad	9977
ium	9962
spę	9951
pni	9950
rw^	9948
bur	9936
źli	9911
akł	9885
tce	9844
ikn	9838
gwi	9826
nto	9820
del	9802
ekc	9789
zup	9786
kad	9778
^th	9771
óżk	9760
żki	9754
byw	9752
nkę	9731
aźn	9723
pę^	9717
zmę	9706
pól	9693
óch	9687
tką	9680
naś	9676
mą^	9664
sti	9656
ypu	9647
ływ	9647
zuć	9643
zyż	9641
azj	9624
ęło	9612
tró	9604
gow	9602
wóc	9601
uść	9599
eżd	9596
duc	9573
syt	9573
ęst	9565
mol	9529
ąco	9517
ątr	9514
erć	9514
sma	9511
the	9508
imś	9503
bit	9495
wch	9495
tna	9492
rć^	9479
jęt	9470
izo	9459
ygn	9451
ycj	9450
zto	9444
wył	9443
wkę	9432
dsz	9403
ęte	9390
esk	9389
^un	9355
ybc	9351
awk	9344
kiw	9338
yde	9332
sun	9317
omb	9316
aja	9288
pun	9283
bal	9258
ose	9249
wyś	9249
etk	9244
rca	9236
ho^	9228
^zu	9223
dr^	9149
lim	9148
łać	9121
has	9121
dzk	9117
jna	9099
łot	9093
ajb	9087
ośn	9083
rec	9082
dyk	9077
ebn	9074
tąp	9060
ila	9052
don	9039
ęsk	9029
dża	9026
usp	9023
sys	9017
lor	9009
cil	8999
ido	8999
bab	8995
sną	8977
zmo	8955
zęs	8951
^jo	8949
ecj	8927
^śn	8926
żka	8910
cim	8910
^wu	8907
^gi	8890
rbi	8889
uca	8889
znó	8885
iaz	8880
zku	8878
umy	8875
dur	8870
utn	8860
mak	8858
iąć	8855
jek	8847
^s^	8836
łyn	8814
łud	8810
psy	8809
ytr	8802
yłą	8798
owt	8787
mom	8787
abo	8784
mrz	8741
yty	8740
tud	8714
abó	8701
żeg	8700
jor	8694
ons	8692
uła	8688
orę	8683
cok	8681
uac	8680
ąte	8668
ykl	8661
ns^	8652
luj	8648
zbr	8631
żko	8631
rii	8625
tes	8625
głó	8621
egł	8617
żec	8598
nąt	8594
gon	8585
osp	8584
ążk	8556
umo	8549
^wą	8542
mny	8542
osn	8536
upo	8530
dci	8527
zil	8522
^uś	8521
śl^	8521
ęka	8513
pne	8486
tos	8479
wyo	8475
doł	8472
ozd	8460
^el	8445
her	8434
fir	8428
eto	8411
bch	8406
gub	8399
rga	8397
jeb	8382
wdo	8368
zaa	8349
rea	8346
wyż	8336
ryj	8335
eal	8329
yte	8305
tet	8294
hmi	8268
raź	8265
atł	8264
tul	8249
jcz	8230
esł	8221
amp	8213
osu	8202
bóg	8196
yob	8191
zai	8184
ław	8183
meg	8182
fic	8179
ekl	8177
yzy	8177
yto	8171
rie	8149
puj	8148
jow	8134
dod	8133
kna	8131
ceg	8129
twy	8128
cka	8125
pek	8121
rna	8119
żow	8119
egó	8119
elb	8106
ojr	8098
dys	8090
mem	8090
dre	8056
adr	8053
gno	8035
ółk	8032
łno	8025
ośl	8023
osa	8009
ol^	8001
bne	7985
piw	7982
sal	7967
łuj	7965
rkę	7943
syc	7939
byc	7930
det	7928
izn	7922
żan	7915
cać	7909
leś	7908
bu^	7891
fak	7882
irm	7878
dpi	7876
ojo	7867
zór	7865
knę	7865
cym	7858
auw	7855
rk^	7854
ryb	7845
rpi	7835
laj	7828
org	7827
zgu	7815
oró	7800
zmu	7797
udy	7787
rin	7776
ber	7771
odó	7743
nst	7734
gic	7716
ioł	7705
ójc	7700
kań	7699
izy	7696
cin	7686
rmo	7678
tok	7672
czó	7668
rum	7619
mij	7619
nkt	7612
myl	7605
odę	7594
x^^	7585
ius	7581
med	7572
agę	7566
źmi	7563
ąga	7557
ołe	7555
us^	7553
nk^	7549
ain	7546
cof	7543
^^v	7541
^ło	7533
edl	7514
upr	7506
ylu	7498
is^	7478
iął	7471
skl	7463
not	7457
har	7446
uga	7439
ajs	7432
ijc	7430
rsk	7429
lod	7425
orn	7413
bat	7411
łoń	7399
tkn	7399
upy	7398
ill	7396
auf	7394
gał	7389
łaj	7382
ymś	7374
mpr	7374
łag	7369
eża	7366
ine	7363
ysy	7358
iłb	7357
lkę	7351
łęb	7321
edo	7317
^gu	7311
ubr	7301
cyz	7283
ęga	7275
kut	7274
ąży	7273
ece	7272
bas	7267
dkr	7256
sol	7234
wkr	7233
ądr	7226
hem	7197
yłb	7193
żeń	7190
sać	7189
efi	7183
żu^	7182
niz	7179
ązk	7178
móż	7176
zwr	7170
wok	7167
ędy	7161
dum	7150
ug^	7149
gnę	7142
bny	7135
ywo	7127
ywd	7116
męc	7098
imo	7095
^gn	7085
kta	7080
orw	7079
nsy	7078
cjo	7075
mąż	7058
jst	7050
ind	7046
yzj	7045
żyn	7039
ymu	7030
sor	7026
zoś	7025
ule	7023
dmi	7016
idi	7012
głę	7009
żas	7008
cno	7000
gal	6997
iza	6995
wyz	6989
leń	6974
zaz	6968
ulu	6964
tot	6960
żą^	6959
ócę	6957
ząć	6951
kuc	6950
jąt	6945
lbi	6929
yj^	6918
lsk	6894
fes	6879
eme	6878
typ	6870
boi	6860
lus	6851
^wś	6849
bse	6848
woń	6842
łąd	6838
fa^	6831
gat	6827
adi	6823
udź	6816
lie	6815
etę	6812
ryn	6808
deb	6803
żoł	6790
skó	6788
akr	6784
hat	6781
^uf	6775
^oś	6750
jwi	6737
wąt	6734
ogu	6727
lut	6723
iaż	6717
kce	6714
sk^	6713
zęł	6705
ybo	6701
lną	6696
dle	6694
jce	6691
eją	6691
skł	6685
ętr	6683
onó	6683
gac	6679
bob	6676
upk	6671
bru	6659
abe	6651
ysp	6649
mik	6646
ddz	6643
tun	6635
auk	6617
cją	6616
órę	6612
ois	6610
izj	6602
icę	6586
kci	6585
bom	6585
mpu	6574
jom	6558
abl	6556
odm	6554
ężn	6547
pu^	6527
fun	6515
ksu	6514
ow^	6513
^ap	6507
put	6504
ukc	6501
sna	6500
cac	6496
op^	6495
zął	6494
egu	6492
doj	6488
yż^	6486
ęść	6483
wim	6481
odj	6480
hoc	6478
jba	6476
ybu	6473
łyś	6471
^wn	6469
ażo	6466
esj	6466
anó	6462
wce	6457
ctw	6456
ecn	6450
ozs	6445
onn	6443
ból	6441
zyś	6429
syp	6425
spy	6419
łog	6419
rł^	6418
ur^	6413
zba	6408
ójś	6404
ubl	6403
imn	6402
pcy	6400
baj	6396
pir	6393
iłk	6391
wpr	6384
óst	6380
ącą	6378
dea	6375
źno	6375
yfi	6367
sic	6366
puł	6362
źdz	6355
skn	6352
iję	6345
mec	6345
mym	6344
ecu	6341
ago	6339
lać	6336
bos	6336
swe	6335
isj	6329
nin	6325
eza	6319
rgi	6318
pcz	6316
mos	6313
zul	6310
umn	6300
blo	6299
kne	6293
zbl	6291
fik	6288
uś^	6283
błą	6280
zęt	6279
rep	6266
epu	6261
ump	6256
els	6256
ese	6252
łus	6251
ito	6248
ual	6232
oze	6227
ryg	6222
arż	6220
ózg	6218
^uj	6216
gaj	6215
akó	6200
mąd	6193
sji	6188
móz	6183
łec	6183
zgł	6182
tęs	6175
wrz	6159
^wd	6156
ujc	6156
nsu	6130
jwy	6129
zdu	6123
mut	6118
iża	6116
gły	6115
zdz	6105
gwa	6094
pub	6093
ągu	6082
jam	6081
^fe	6081
smu	6079
tuk	6075
tyt	6075
eró	6068
ube	6068
lm^	6062
mne	6058
pło	6038
ksp	6038
all	6032
rba	6025
jął	6025
lak	6018
obó	6014
mim	6011
wsi	6007
lig	6003
epa	5997
uł^	5991
gać	5988
wak	5986
cig	5979
^as	5970
mna	5953
dwr	5952
ałż	5952
yce	5950
pta	5940
yzw	5935
pin	5932
erm	5930
adź	5923
zł^	5920
fin	5917
agl	5903
zję	5900
kno	5894
odą	5893
rką	5891
szm	5890
abs	5887
ezm	5887
ruż	5884
ażę	5884
urc	5870
rwy	5868
ay^	5863
hoć	5857
^^y	5856
oć^	5855
cni	5847
ękę	5829
rno	5826
rut	5820
pel	5819
mte	5818
trą	5812
hwy	5810
mpe	5804
dąż	5801
ółn	5800
nsp	5797
wed	5795
mit	5791
iga	5785
jka	5778
ywy	5773
rda	5770
tuc	5757
mst	5756
amą	5752
yjm	5752
kwa	5751
^t^	5739
ułk	5736
luz	5732
nęl	5730
^hu	5727
nit	5722
lku	5714
yłk	5710
ńci	5709
ąś^	5701
aść	5695
ogn	5691
^wó	5677
zgr	5672
toc	5672
fił	5671
nso	5671
psu	5659
źwi	5659
sar	5658
ks^	5644
mpa	5640
gos	5637
ójs	5637
wzg	5635
jmo	5621
ger	5614
egi	5610
oha	5607
^^ć	5603
erb	5599
ołn	5599
mun	5598
ieł	5594
toj	5588
ątp	5583
^m^	5576
esy	5574
nse	5574
łże	5567
plo	5565
tno	5561
udi	5560
kół	5553
pen	5548
ótc	5548
ira	5540
mic	5538
los	5537
kru	5536
zla	5531
orc	5521
żyt	5514
atę	5505
ądu	5503
nom	5503
^en	5502
ukł	5491
tęd	5487
wir	5487
onc	5482
prę	5479
aks	5477
eja	5471
ruk	5466
żys	5460
ułe	5459
guj	5451
buc	5440
^l^	5429
toi	5426
ądo	5425
wij	5423
plu	5414
up^	5412
sył	5394
lką	5393
uśm	5393
tab	5386
iże	5384
ziu	5376
bej	5374
boh	5374
nil	5363
ąta	5361
zre	5361
^dó	5354
^sn	5354
wta	5352
eźd	5351
dół	5343
dźw	5342
ięs	5331
abc	5330
łaz	5329
włą	5327
^ję	5323
siu	5322
mej	5314
tus	5313
myw	5309
mek	5308
ben	5307
kąś	5304
jmę	5300
hom	5298
efe	5293
rię	5285
daż	5281
zbu	5271
elę	5271
ńce	5263
znę	5261
se^	5261
gii	5238
lez	5237
pul	5234
łę^	5224
nab	5224
kłó	5217
ęży	5208
brą	5206
dką	5202
amó	5200
jeź	5193
^d^	5192
nii	5187
bki	5186
rub	5183
eno	5182
upę	5180
iru	5178
set	5177
duk	5175
ręt	5171
cep	5169
fał	5167
rła	5160
oke	5159
wpł	5156
son	5155
sac	5150
kwe	5145
ębi	5144
ida	5144
bus	5135
ddy	5135
ksy	5134
tój	5126
wku	5125
kay	5123
ryf	5121
^wę	5113
ror	5113
ępu	5113
nsę	5111
zpa	5109
err	5105
etą	5104
ocj	5093
yco	5081
^fl	5080
osm	5060
nud	5053
urk	5037
wen	5036
okn	5036
dri	5035
wzr	5030
yw^	5029
nec	5025
ojs	5024
iod	5019
nes	5011
słe	5008
tle	5006
yro	5005
zik	5005
rzn	5003
far	5000
ćwi	4997
aur	4997
obę	4995
ąt^	4980
amb	4959
tło	4956
ond	4955
rwu	4948
dyw	4947
ype	4946
dba	4936
^ol	4926
nsa	4923
róć	4923
mur	4921
wdy	4912
^bz	4909
zgl	4888
ędn	4883
yżs	4878
ozg	4877
ijm	4876
lce	4868
łóc	4865
sum	4862
ślą	4856
fię	4853
błę	4848
wdź	4835
dkę	4835
zao	4829
ken	4825
erg	4819
ofa	4805
sno	4804
bla	4801
zut	4799
erż	4786
żyl	4785
pki	4777
wre	4774
rża	4773
ajg	4773
^om	4769
rel	4762
ick	4760
nęt	4757
ure	4755
kór	4740
lil	4726
ciś	4726
rtn	4719
czw	4717
kły	4711
kaś	4708
sja	4707
kłe	4703
pca	4702
fi^	4695
dep	4695
arg	4693
żać	4674
gap	4666
łkę	4649
dpa	4644
arl	4634
rój	4628
ztw	4628
zeł	4623
urę	4616
ams	4613
nną	4612
zów	4612
fać	4612
ykó	4606
kny	4604
ytn	4604
ngi	4604
ndk	4602
rmy	4590
usk	4589
oża	4585
zwł	4583
ęzy	4583
^ac	4582
kok	4569
gre	4562
zdy	4561
eżn	4560
zur	4559
żkę	4557
zra	4555
ieu	4549
dzt	4547
ęko	4539
iśn	4539
myc	4537
^e^	4536
cas	4535
psk	4531
^łą	4531
ult	4528
ept	4527
uja	4525
ożo	4524
yga	4523
chl	4517
jęz	4516
mór	4514
unt	4501
ąsi	4498
woz	4496
cyt	4492
apk	4488
pch	4478
kst	4475
ójk	4468
śre	4460
ińs	4457
upu	4455
zką	4452
yłu	4452
usu	4447
zod	4446
ożę	4441
ócz	4437
otą	4437
ajk	4430
bać	4424
jer	4421
nib	4418
ilu	4406
opy	4405
myk	4405
ałó	4399
lęd	4396
nió	4395
ępc	4393
eb^	4392
ioc	4386
ośr	4385
ręd	4384
mba	4371
bel	4367
sym	4364
ntk	4364
pud	4360
^ćw	4359
ucj	4357
rań	4347
etu	4344
nką	4341
^pt	4341
czm	4340
ąze	4339
ołó	4338
jdą	4335
nkó	4328
ywe	4328
ówc	4327
smo	4324
mbi	4318
hen	4308
mok	4303
ądn	4301
ieo	4301
rd^	4299
orb	4291
łom	4289
baz	4286
glę	4280
opł	4276
edw	4274
asę	4274
eźm	4270
lia	4264
zoł	4263
^dź	4261
uzi	4259
cod	4256
fis	4245
wsc	4238
pic	4237
mro	4233
fry	4231
kte	4230
żąd	4227
łęd	4223
yre	4221
itu	4221
kak	4218
lom	4214
il^	4213
uku	4212
reś	4210
ugu	4202
tch	4192
sję	4191
ębo	4188
waw	4181
spł	4178
urg	4173
amę	4173
tła	4170
paś	4169
uzn	4168
ódc	4166
klę	4166
ólo	4162
nch	4161
wew	4160
śró	4154
wśc	4153
ęto	4145
ndz	4143
ałc	4142
olc	4139
lcó	4138
mm^	4136
wtó	4135
psa	4132
emó	4132
wek	4130
bło	4118
cor	4113
rdy	4113
lun	4112
hwa	4111
aha	4105
słó	4103
syg	4102
rro	4102
gas	4101
rył	4094
óć^	4093
jną	4091
cny	4089
rsi	4085
isy	4078
rnu	4073
muś	4071
zpr	4069
łak	4063
mią	4057
esn	4057
^ug	4053
ędu	4050
ztę	4046
sąs	4045
jno	4044
ugą	4039
fas	4034
ótk	4033
gaż	4031
koi	4029
iór	4029
fek	4023
ięł	4020
iw^	4018
wnę	4016
erę	4014
nel	4011
igi	4004
ęły	4002
tną	3996
epł	3995
ob^	3990
jgo	3989
złą	3983
ock	3982
yla	3981
mpo	3979
pka	3976
mtą	3975
adą	3974
ujk	3974
bsz	3973
bzd	3973
dog	3971
bno	3970
^zl	3970
^sę	3970
ąść	3964
iut	3955
udu	3954
hun	3953
ozł	3950
ege	3948
boc	3947
^ke	3943
zdą	3939
izm	3930
nkc	3924
wką	3923
reb	3919
wóz	3908
zch	3907
ndu	3906
dsu	3904
ółm	3898
tr^	3896
urn	3895
eńc	3895
lab	3887
jów	3882
aź^	3875
mel	3871
dzm	3862
ewe	3860
arą	3859
mpi	3857
łmi	3853
teo	3851
rsy	3848
uzu	3839
ydu	3839
iwą	3838
cyn	3828
awą	3827
eł^	3825
iąś	3821
óz^	3820
mnó	3814
col	3814
rną	3814
edi	3813
ei^	3809
hrz	3804
cne	3796
jęł	3796
ong	3795
^mr	3791
eor	3789
jdu	3787
wee	3783
^hm	3782
aat	3774
dpr	3773
uwo	3770
urs	3768
ąg^	3767
iżu	3766
upc	3765
ezo	3765
hip	3764
ndo	3763
osę	3760
nós	3758
eg^	3758
łód	3757
ell	3756
leb	3750
ćmi	3744
zęb	3734
użb	3733
ef^	3733
ąże	3725
eur	3725
syw	3724
mob	3720
ibl	3711
apl	3709
ęgn	3706
yjs	3704
ęp^	3697
zce	3694
azn	3686
itw	3685
zaś	3685
gol	3684
psi	3680
jwa	3678
ofn	3669
unc	3668
kus	3665
etó	3664
gim	3664
rur	3660
ngu	3658
^b^	3657
biś	3648
smi	3646
^pę	3645
jki	3642
^c^	3632
biz	3629
zty	3629
ref	3629
emp	3628
cuk	3628
zm^	3626
cun	3625
spl	3622
żby	3620
ośp	3619
dyr	3609
lel	3606
pst	3604
bam	3604
ewy	3599
sęd	3595
ót^	3589
apu	3587
urt	3581
eco	3578
mad	3577
fem	3576
yme	3576
iów	3573
eum	3572
trę	3567
umó	3565
ełk	3556
ocą	3554
uną	3551
olą	3547
tri	3546
ółp	3545
żci	3544
rli	3540
fal	3539
ktr	3534
ep^	3530
^zę	3518
ee^	3517
egz	3516
łku	3515
żal	3513
syć	3513
icó	3509
ytł	3507
awr	3500
icą	3499
łpr	3494
nur	3480
dją	3480
ozc	3480
ezu	3478
żym	3472
dry	3472
uge	3464
ict	3461
eke	3459
gia	3456
sug	3455
dyt	3455
pce	3454
urd	3454
ywk	3448
als	3448
eek	3446
kej	3446
wsa	3441
węd	3440
ęt^	3437
ndl	3433
łsz	3433
ezb	3432
bna	3429
dwu	3429
zd^	3427
ałs	3423
ean	3422
kuz	3421
^ką	3421
ęca	3417
wcy	3417
ykę	3417
pet	3417
tpi	3416
acą	3414
hra	3413
enę	3413
ujm	3410
cip	3408
com	3406
opt	3403
it^	3402
lci	3401
dkó	3397
żąc	3387
jku	3387
tau	3382
rzó	3377
huj	3375
lag	3372
lnu	3371
oin	3355
krą	3354
^ew	3352
ęże	3339
ap^	3336
kł^	3332
fro	3330
niw	3313
ezd	3311
bib	3308
lmy	3307
roi	3300
oks	3294
hów	3290
żer	3289
dże	3288
ynn	3286
jać	3281
ac^	3278
enu	3272
skę	3271
eny	3271
uba	3264
nuc	3263
^db	3263
ulk	3260
dąc	3257
bag	3251
jaź	3251
deł	3251
suń	3247
ató	3247
fot	3244
syk	3243
toa	3241
ubu	3240
rm^	3240
wob	3239
hęt	3238
gej	3237
odg	3234
rąż	3220
ews	3220
pto	3218
uce	3216
ypł	3214
ujn	3213
ryć	3207
ems	3207
dpu	3206
onf	3202
ker	3200
^nó	3199
ąde	3190
loc	3188
hną	3188
^ig	3185
agł	3180
ejk	3180
adó	3177
nga	3168
ćci	3167
ima	3167
alę	3166
woc	3162
tyf	3160
zle	3156
ped	3153
mii	3150
ódł	3145
bmy	3143
^ml	3143
nol	3142
^j^	3141
zód	3139
efa	3136
rtę	3136
^aw	3134
uow	3134
^oż	3133
gół	3132
bór	3118
zus	3118
ulo	3112
una	3107
atc	3106
lal	3104
^sh	3104
^źr	3104
adl	3101
hon	3098
ud^	3095
rtk	3093
ugę	3090
noż	3089
^tk	3088
sra	3086
ysa	3085
ybó	3083
bów	3082
ydl	3082
łaź	3082
ozr	3079
lij	3077
tia	3073
gię	3071
ałt	3069
bso	3068
jał	3067
izu	3065
mle	3061
zkó	3053
lle	3051
ręg	3050
saż	3050
new	3048
ip^	3045
ędk	3044
zrz	3043
wpu	3042
^dż	3037
żół	3034
ósł	3034
hór	3032
nry	3028
enr	3028
bły	3028
spu	3024
ydł	3024
rch	3023
iją	3022
iol	3018
dez	3016
mył	3014
etl	3014
^żó	3012
zyr	3006
atą	3006
żku	3004
fla	3003
mul	3003
wza	2998
ośm	2995
ngo	2994
act	2994
chś	2988
hin	2979
dje	2976
ycy	2974
obb	2974
^eu	2972
pem	2971
ksc	2971
azó	2968
tog	2966
can	2965
aśm	2964
lsz	2960
edm	2958
car	2955
kso	2952
ążę	2950
nde	2946
mbo	2943
bcy	2939
yże	2938
sua	2938
uza	2936
adw	2936
cyw	2935
bem	2933
eat	2931
łci	2927
sel	2915
osą	2914
igu	2902
max	2899
^va	2894
sin	2892
ójn	2891
pcj	2889
isu	2889
eło	2888
użą	2884
inw	2879
włó	2872
bby	2869
^^ó	2868
zaf	2866
eżą	2859
ioz	2855
zn^	2850
tęż	2846
bst	2846
epc	2845
sur	2844
rmu	2843
płu	2842
byd	2842
źró	2839
agu	2832
ięź	2825
iós	2825
kuł	2821
óbm	2818
mig	2818
rs^	2813
ign	2813
muc	2812
oho	2809
ółt	2804
ncu	2804
asó	2802
łal	2802
tli	2801
^uł	2800
amc	2797
łok	2791
jkę	2790
hac	2790
ąża	2790
hmm	2782
noj	2779
erś	2776
ax^	2775
łne	2772
eła	2769
ksó	2769
żyd	2763
bun	2761
edu	2760
^lą	2756
ytk	2754
rcy	2746
żda	2741
pną	2741
ńcó	2736
ódź	2736
zbo	2729
laż	2723
ęps	2723
oić	2722
ung	2721
ylą	2714
^r^	2708
^yo	2701
nwe	2700
idą	2699
hel	2699
fow	2698
tuż	2693
iry	2692
zuw	2687
wśr	2685
uru	2684
zg^	2681
bak	2678
pku	2677
of^	2677
tod	2675
diu	2674
ółc	2672
hle	2672
oll	2670
^żą	2663
wot	2662
zeź	2660
uk^	2658
fiz	2656
taś	2654
ukt	2653
kąp	2652
dłó	2650
^et	2649
wcó	2647
czb	2643
^wb	2641
ekk	2635
nfe	2627
rśc	2625
yl^	2623
^f^	2620
^ły	2618
koh	2617
^tc	2613
ażu	2612
epe	2609
szw	2605
tkó	2605
van	2605
pkę	2604
pów	2599
^zy	2597
use	2597
^n^	2595
mić	2587
^af	2586
glo	2584
v^^	2578
iżs	2577
lip	2577
lee	2572
msk	2571
uń^	2566
bka	2562
zst	2560
^sr	2554
ss^	2551
abu	2551
drę	2551
ząs	2548
pys	2545
wów	2543
tyz	2541
hiń	2536
zru	2532
kip	2530
sik	2526
cus	2521
idy	2518
łyt	2518
żną	2516
blu	2515
suw	2510
dań	2510
rwę	2508
dak	2508
iro	2503
soł	2500
^łe	2499
taż	2499
fab	2498
guł	2497
sat	2496
bek	2492
ook	2492
uża	2491
yźn	2490
ólu	2490
ywó	2488
fed	2483
kab	2483
obj	2481
epy	2480
zyź	2479
egl	2478
syj	2473
un^	2473
jęć	2466
^ej	2465
ałp	2464
cyk	2464
odt	2461
^p^	2461
ąty	2458
elc	2457
ups	2453
pte	2451
dnę	2450
ygł	2444
ag^	2444
map	2444
uło	2441
rpl	2438
raś	2436
inc	2435
afr	2434
dmó	2431
żdą	2425
łoc	2424
ryl	2423
ig^	2421
ilc	2419
apę	2418
fam	2418
zęl	2414
piz	2409
kij	2408
ex^	2406
ses	2405
sak	2402
^kn	2402
ećm	2401
ekn	2401
iód	2400
oal	2396
ys^	2395
usa	2393
pą^	2393
ztą	2392
eak	2392
iei	2386
azo	2382
ise	2381
ódk	2379
rsj	2377
tuł	2373
fy^	2367
be^	2366
zid	2365
pna	2362
óla	2357
^rą	2355
óbk	2353
jś^	2350
zbę	2347
pcó	2346
hum	2344
dły	2341
sus	2338
nóż	2337
ypl	2335
kki	2328
ndę	2328
jda	2325
boz	2320
ożs	2319
łań	2316
bon	2312
bió	2311
óżo	2309
uły	2299
^wh	2297
loś	2293
yjr	2292
gró	2292
grę	2291
ęk^	2290
^ir	2287
rmę	2287
ysu	2285
^k^	2278
yzm	2275
rcu	2267
yżb	2266
jcu	2265
lów	2265
lęg	2264
isn	2263
obw	2260
jar	2257
suł	2254
rke	2253
óży	2250
dde	2250
ey^	2249
nyw	2248
lla	2248
ęźn	2247
aop	2245
wzy	2245
męs	2244
eo^	2243
zsz	2241
utó	2239
ołę	2238
wmy	2236
ęgo	2234
ywr	2234
ołk	2233
lta	2232
ówe	2225
jo^	2223
puk	2223
bró	2223
żno	2222
^g^	2220
nkr	2220
uco	2220
jez	2218
^iż	2215
gum	2214
nsi	2213
lid	2212
yck	2209
ngl	2206
kit	2204
łką	2202
yse	2202
hir	2202
rłe	2202
ażą	2198
loz	2198
bes	2196
órc	2196
kcy	2193
łyb	2191
dlo	2178
ukn	2176
óli	2175
ygi	2171
zsą	2169
eżk	2167
akl	2165
mku	2154
ejo	2151
^gę	2150
hęc	2149
uby	2147
sjo	2146
erl	2146
ozl	2143
fu^	2143
hyl	2142
utę	2141
het	2141
tpl	2136
ięś	2135
dca	2134
llo	2125
ntn	2124
ępo	2124
^nr	2120
ezr	2119
uzb	2117
nok	2117
pik	2115
adm	2113
zok	2112
lif	2111
łcz	2109
nąc	2107
nr^	2104
cea	2101
ekw	2101
gul	2100
zry	2099
snę	2097
ozj	2096
poi	2095
jnę	2093
obł	2092
ajt	2091
tsz	2091
óżc	2090
óbc	2089
kub	2087
nck	2086
tea	2085
znu	2079
buz	2067
ige	2066
lęt	2066
wpi	2062
toł	2060
zęc	2059
lmu	2057
rti	2055
łto	2051
wcą	2050
wió	2048
ońs	2048
urm	2038
non	2036
^es	2034
klo	2033
dby	2032
żuj	2032
tii	2030
enz	2029
ced	2029
ymk	2026
noz	2017
^ef	2016
ve^	2015
ul^	2012
alf	2009
dzn	2008
lca	2008
ltu	2001
sió	2001
ęby	1998
mir	1989
ops	1989
tuś	1989
łuk	1988
iłę	1985
dsł	1983
mnę	1983
ceu	1981
whi	1981
uzj	1979
rły	1978
pci	1978
zwę	1977
ico	1976
yca	1975
ęgi	1974
cik	1974
zkl	1972
ryś	1968
idu	1968
asc	1967
ubo	1966
tad	1965
roź	1964
zkł	1963
eką	1963
cku	1963
poe	1961
guz	1961
ukę	1959
ads	1958
izz	1958
iks	1957
ubn	1956
ojd	1956
sme	1955
hyd	1953
^sf	1951
otl	1949
igr	1949
ciń	1948
suc	1947
